ObservedAgentID;CounterpartyID;ContractID;InstrumentID;CounterpartyRole;CounterpartyRoleEndDate;CollectiveDebtSettlementStatus
444555999;220-00-03917-73_2;220-00-03917-73;220000000000;2;;
444555999;444555999;220-00-03921-77;220000000000;1;;
444555999;444555999;220-00-03921-77;220000000000;7;;
444555999;220-00-03921-77_1;220-00-03921-77;220000000000;2;;
444555999;220-00-03921-77_2;220-00-03921-77;220000000000;2;;
444555999;444555999;220-00-03923-79;220000000000;1;;
444555999;444555999;220-00-03923-79;220000000000;7;;
444555999;220-00-03923-79_1;220-00-03923-79;220000000000;2;;
444555999;444555999;220-00-03925-81;220000000000;1;;
444555999;444555999;220-00-03925-81;220000000000;7;;
444555999;220-00-03925-81_1;220-00-03925-81;220000000000;2;;
444555999;444555999;220-00-03926-82;220000000000;1;;
444555999;444555999;220-00-03926-82;220000000000;7;;
444555999;220-00-03926-82_1;220-00-03926-82;220000000000;2;;
444555999;444555999;220-00-03928-84;220000000000;1;;
444555999;444555999;220-00-03928-84;220000000000;7;;
444555999;220-00-03928-84_1;220-00-03928-84;220000000000;2;;
444555999;220-00-03928-84_2;220-00-03928-84;220000000000;2;;
444555999;444555999;220-00-03929-85;220000000000;1;;
444555999;444555999;220-00-03929-85;220000000000;7;;
444555999;220-00-03929-85_1;220-00-03929-85;220000000000;2;;
444555999;220-00-03929-85_2;220-00-03929-85;220000000000;2;;
444555999;444555999;220-00-03930-86;220000000000;1;;
444555999;444555999;220-00-03930-86;220000000000;7;;
444555999;220-00-03930-86_1;220-00-03930-86;220000000000;2;;
444555999;220-00-03930-86_2;220-00-03930-86;220000000000;2;;
444555999;444555999;220-00-03931-87;220000000000;1;;
444555999;444555999;220-00-03931-87;220000000000;7;;
444555999;220-00-03931-87_1;220-00-03931-87;220000000000;2;;
444555999;220-00-03931-87_2;220-00-03931-87;220000000000;2;;
444555999;444555999;220-00-03932-88;220000000000;1;;
444555999;444555999;220-00-03932-88;220000000000;7;;
